0.206600	1.25223	1.98592
0.210895	1.28861	1.97535
0.215279	1.32054	1.96598
0.219755	1.34888	1.95854
0.224324	1.37463	1.95347
0.228987	1.39883	1.95092
0.233748	1.42249	1.95068
0.238607	1.44648	1.95226
0.243568	1.47144	1.95494
0.248631	1.49776	1.95784
0.253800	1.52548	1.96003
0.259076	1.55440	1.96060
0.264462	1.58401	1.95875
0.269960	1.61361	1.95386
0.275573	1.64235	1.94550
0.281302	1.66925	1.93347
0.287150	1.69329	1.91782
0.293119	1.71344	1.89884
0.299213	1.72870	1.87708
0.305434	1.73816	1.85337
0.311783	1.74105	1.82881
0.318265	1.73689	1.80480
0.324882	1.72556	1.78298
0.331636	1.70748	1.76513
0.338530	1.68376	1.75297
0.345568	1.65619	1.74787
0.352752	1.62716	1.75046
0.360086	1.59933	1.76035
0.367572	1.57512	1.77598
0.375213	1.55617	1.79477
0.383014	1.54287	1.81357
0.390976	1.53429	1.82922
0.399105	1.52824	1.83913
0.407402	1.52167	1.84168
0.415871	1.51108	1.83642
0.424517	1.49291	1.82405
0.433342	1.46390	1.80640
0.442351	1.42133	1.78630
0.451548	1.36324	1.76740
0.460935	1.28869	1.75406
0.470518	1.19803	1.75117
0.480299	1.09331	1.76378
0.490284	0.978523	1.79640
0.500477	0.859575	1.85189
0.510882	0.743289	1.93047
0.521503	0.635791	2.02942
0.532344	0.541093	2.14408
0.543411	0.460739	2.26939
0.554709	0.394374	2.40097
0.566241	0.340593	2.53560
0.578012	0.297606	2.67113
0.590029	0.263621	2.80626
0.602295	0.237028	2.94028
0.614817	0.216454	3.07290
0.627598	0.200765	3.20404
0.640646	0.189045	3.33381
0.653964	0.180559	3.46238
0.667560	0.174724	3.58998
0.681438	0.171080	3.71685
0.695605	0.169263	3.84323
0.710066	0.168986	3.96934
0.724828	0.170024	4.09542
0.739896	0.172196	4.22166
0.755278	0.175361	4.34825
0.770980	0.179402	4.47536
0.787008	0.184227	4.60314
0.803370	0.189759	4.73175
0.820071	0.195937	4.86131
0.837120	0.202707	4.99194
0.854523	0.210027	5.12377
0.872288	0.217857	5.25690
0.890422	0.226166	5.39144
0.908934	0.234926	5.52748
0.927830	0.244113	5.66511
0.947119	0.253706	5.80444
0.966809	0.263686	5.94554
0.986908	0.274038	6.08851
1.00743	0.284746	6.23343
1.02837	0.295799	6.38039
1.04975	0.307187	6.52947
1.07157	0.318901	6.68075
1.09385	0.330934	6.83431
1.11659	0.343280	6.99025
1.13980	0.355935	7.14864
1.16350	0.368896	7.30956
1.18769	0.382162	7.47310
1.21238	0.395733	7.63934
1.23758	0.409611	7.80837
1.26331	0.423797	7.98027
1.28957	0.438296	8.15512
1.31638	0.453113	8.33303
1.34375	0.468256	8.51406
1.37169	0.483731	8.69831
1.40020	0.499549	8.88588
1.42931	0.515719	9.07684
1.45903	0.532255	9.27129
1.48936	0.549168	9.46933
1.52032	0.566474	9.67104
1.55193	0.584188	9.87652
1.58419	0.602327	10.0859
1.61713	0.620911	10.2992
1.65075	0.639958	10.5165
1.68506	0.659490	10.7381
1.72010	0.679530	10.9638
1.75585	0.700101	11.1940
1.79236	0.721229	11.4286
1.82962	0.742940	11.6678
1.86766	0.765263	11.9116
1.90648	0.788227	12.1602
1.94612	0.811864	12.4137
1.98658	0.836205	12.6722
2.02788	0.861285	12.9358
